event,gt,pgv_iou,pga_iou,pgv_dtheta,pga_dtheta,pgv_f1,pga_f1
kumamoto,kumamoto_cv,0.5636969192292782,0.36184857423439676,11.300643920898438,25.3966064453125,0.7209797657043612,0.5314079422344303
Miyagi,Miyagi_rp,0.37329931972471686,0.3590308370004512,40.18220567703247,49.427008628845215,0.5436532507706275,0.528363046997339
Tottori,Tottori_rp,0.3038869257843149,0.3104693140682141,20.664579927921295,2.956815719604492,0.46612466123398033,0.4738292010888752
ridgecrest,ridgecrest_XU,0.5180722891521681,0.3789664551189577,7.265277862548828,11.449073791503906,0.6825396825358133,0.5496383957886283
chichi,chichi_CHI,0.5873579545433688,0.2440652818982045,9.636245727539062,57.22742462158203,0.740044742727651,0.3923673225987109
Menyuan,Menyuan_pku,0.2807017543761157,0.24489795917117865,26.454601287841797,35.327972412109375,0.4383561643715519,0.39344262293469495
